material_id,formula,bulk_modulus_vrh,crystal_system,elements,num_elements
mp-864671,HfAlRh2,187.174,cubic,"['Al', 'Hf', 'Rh']",3
mp-864667,NdTlAu2,69.742,cubic,"['Au', 'Nd', 'Tl']",3
mp-864669,NbGeRu2,220.427,cubic,"['Ge', 'Nb', 'Ru']",3
mp-864684,Hf2MoIr,189.709,cubic,"['Hf', 'Ir', 'Mo']",3
mp-864771,LiYb2Pd,33.235,cubic,"['Li', 'Pd', 'Yb']",3
mp-864784,LiSnRh2,142.707,cubic,"['Li', 'Rh', 'Sn']",3
mp-864789,Yb2SnHg,39.222,cubic,"['Hg', 'Sn', 'Yb']",3
mp-864775,HoAgHg2,70.325,cubic,"['Ag', 'Hg', 'Ho']",3
mp-864794,ZnAg3,90.519,cubic,"['Ag', 'Zn']",2
mp-864780,PaAlAu2,123.458,cubic,"['Al', 'Au', 'Pa']",3
mp-864783,Yb2SbAu,49.015,cubic,"['Au', 'Sb', 'Yb']",3
mp-864763,LiYb2Rh,41.92,cubic,"['Li', 'Rh', 'Yb']",3
mp-864788,NbInRu2,210.794,cubic,"['In', 'Nb', 'Ru']",3
mp-864770,Ta2MoOs,265.254,cubic,"['Mo', 'Os', 'Ta']",3
mp-864772,LiSc2Au,74.156,cubic,"['Au', 'Li', 'Sc']",3
mp-864787,NpCdPt2,56.084,cubic,"['Cd', 'Np', 'Pt']",3
mp-864796,EuCdHg2,37.559,cubic,"['Cd', 'Eu', 'Hg']",3
mp-864762,LiMg2Zn,40.259,cubic,"['Li', 'Mg', 'Zn']",3
mp-864761,Ta2MnOs,249.914,cubic,"['Mn', 'Os', 'Ta']",3
mp-864764,Ta2FeOs,247.114,cubic,"['Fe', 'Os', 'Ta']",3
mp-864782,Ta2MoRu,246.749,cubic,"['Mo', 'Ru', 'Ta']",3
mp-864795,Ac2SnHg,45.028,cubic,"['Ac', 'Hg', 'Sn']",3
mp-864890,Hf2FeIr,180.435,cubic,"['Fe', 'Hf', 'Ir']",3
mp-864884,DyCdHg2,63.398,cubic,"['Cd', 'Dy', 'Hg']",3
mp-864805,Nd2CuIr,86.254,cubic,"['Cu', 'Ir', 'Nd']",3
mp-864893,NdAgHg2,64.746,cubic,"['Ag', 'Hg', 'Nd']",3
mp-864800,Yb2PdAu,55.635,cubic,"['Au', 'Pd', 'Yb']",3
mp-864889,ZrZn3,101.369,hex_,"['Zn', 'Zr']",2
mp-864798,HfZnIr2,211.726,cubic,"['Hf', 'Ir', 'Zn']",3
mp-864901,LaAu3,77.617,hex_,"['Au', 'La']",2
mp-864878,ZrAlAu2,135.096,cubic,"['Al', 'Au', 'Zr']",3
mp-864883,MgSnPd2,112.134,cubic,"['Mg', 'Pd', 'Sn']",3
mp-864804,LiTbHg2,52.714,cubic,"['Hg', 'Li', 'Tb']",3
mp-864839,Zn2PdRh,156.281,cubic,"['Pd', 'Rh', 'Zn']",3
mp-864831,NbZnRh2,202.133,cubic,"['Nb', 'Rh', 'Zn']",3
mp-864806,NaAcHg2,40.247,cubic,"['Ac', 'Hg', 'Na']",3
mp-864807,HfZnNi2,150.532,cubic,"['Hf', 'Ni', 'Zn']",3
mp-864844,Zn2RhAu,145.683,cubic,"['Au', 'Rh', 'Zn']",3
mp-864877,Hf2CoRe,177.868,cubic,"['Co', 'Hf', 'Re']",3
mp-864837,Nd2CuRu,81.88,cubic,"['Cu', 'Nd', 'Ru']",3
mp-864857,NbZnCo2,192.655,cubic,"['Co', 'Nb', 'Zn']",3
mp-864835,Hf2CoIr,184.201,cubic,"['Co', 'Hf', 'Ir']",3
mp-864892,NdAgAu2,81.37,cubic,"['Ag', 'Au', 'Nd']",3
mp-864895,Be2NiRh,194.531,cubic,"['Be', 'Ni', 'Rh']",3
mp-864897,Zr2CuOs,162.384,cubic,"['Cu', 'Os', 'Zr']",3
mp-864896,Zr2CoTc,93.62,cubic,"['Co', 'Tc', 'Zr']",3
mp-864840,NbZnRu2,218.128,cubic,"['Nb', 'Ru', 'Zn']",3
mp-864903,MgTaRu2,198.121,cubic,"['Mg', 'Ru', 'Ta']",3
mp-864920,MgZrAu2,114.52,cubic,"['Au', 'Mg', 'Zr']",3
mp-864906,MgSnIr2,175.938,cubic,"['Ir', 'Mg', 'Sn']",3
mp-864907,MgZrPd2,121.633,cubic,"['Mg', 'Pd', 'Zr']",3
mp-864927,Hf2ReOs,217.65,cubic,"['Hf', 'Os', 'Re']",3
mp-864932,Mg2AgPt,84.193,cubic,"['Ag', 'Mg', 'Pt']",3
mp-864908,MgTiIr2,191.279,cubic,"['Ir', 'Mg', 'Ti']",3
mp-864922,MgZnAu2,94.828,cubic,"['Au', 'Mg', 'Zn']",3
mp-864924,NdMgHg2,58.214,cubic,"['Hg', 'Mg', 'Nd']",3
mp-864933,Mg2AgRh,88.2,cubic,"['Ag', 'Mg', 'Rh']",3
mp-864931,MgCo2,111.473,hex_,"['Co', 'Mg']",2
mp-864916,Hf2TcRh,187.509,cubic,"['Hf', 'Rh', 'Tc']",3
mp-864919,MgTiRh2,161.554,cubic,"['Mg', 'Rh', 'Ti']",3
mp-864925,NdMgZn2,56.12,cubic,"['Mg', 'Nd', 'Zn']",3
mp-864930,LiTiIr2,190.484,cubic,"['Ir', 'Li', 'Ti']",3
mp-864934,MgAg3,76.915,hex_,"['Ag', 'Mg']",2
mp-864935,MgAu3,109.614,hex_,"['Au', 'Mg']",2
mp-864926,HfPaTc2,171.303,cubic,"['Hf', 'Pa', 'Tc']",3
mp-864923,MgZnPd2,115.137,cubic,"['Mg', 'Pd', 'Zn']",3
mp-864909,HfAlRu2,195.913,cubic,"['Al', 'Hf', 'Ru']",3
mp-864902,MgTlRh2,131.037,cubic,"['Mg', 'Rh', 'Tl']",3
mp-864904,HoCdAg2,73.061,cubic,"['Ag', 'Cd', 'Ho']",3
mp-864910,MgZrRh2,149.687,cubic,"['Mg', 'Rh', 'Zr']",3
mp-864921,MgZrIr2,178.265,cubic,"['Ir', 'Mg', 'Zr']",3
mp-864966,MnSiRu2,247.412,cubic,"['Mn', 'Ru', 'Si']",3
mp-864940,Mg2PtRh,120.332,cubic,"['Mg', 'Pt', 'Rh']",3
mp-864950,MnAlIr2,228.585,cubic,"['Al', 'Ir', 'Mn']",3
mp-864968,MnInRh2,155.882,cubic,"['In', 'Mn', 'Rh']",3
mp-864936,MnGeRu2,227.345,cubic,"['Ge', 'Mn', 'Ru']",3
mp-864962,CaAcZn2,38.641,cubic,"['Ac', 'Ca', 'Zn']",3
mp-864945,MnBe2Rh,171.181,cubic,"['Be', 'Mn', 'Rh']",3
mp-864937,Mg3Sc,43.21,hex_,"['Mg', 'Sc']",2
mp-864959,Dy2CuOs,103.481,cubic,"['Cu', 'Dy', 'Os']",3
mp-864939,Hf2CuIr,160.206,cubic,"['Cu', 'Hf', 'Ir']",3
mp-864957,MnSbRu2,200.874,cubic,"['Mn', 'Ru', 'Sb']",3
mp-864944,MnBe2Pt,139.445,cubic,"['Be', 'Mn', 'Pt']",3
mp-864947,ZrSnRh2,170.483,cubic,"['Rh', 'Sn', 'Zr']",3
mp-864953,MnV2Cr,231.986,cubic,"['Cr', 'Mn', 'V']",3
mp-864949,MnGaRh2,188.351,cubic,"['Ga', 'Mn', 'Rh']",3
mp-864946,MnCuPd2,143.606,cubic,"['Cu', 'Mn', 'Pd']",3
mp-864948,MnGaPt2,173.179,cubic,"['Ga', 'Mn', 'Pt']",3
mp-864952,Mg3Ag,47.879,hex_,"['Ag', 'Mg']",2
mp-864965,Mg2RhAu,100.755,cubic,"['Au', 'Mg', 'Rh']",3
mp-864943,MnBe2Ir,193.511,cubic,"['Be', 'Ir', 'Mn']",3
mp-864955,Mn2CrCo,153.099,cubic,"['Co', 'Cr', 'Mn']",3
mp-864941,MgSc2,49.044,ortho,"['Mg', 'Sc']",2
mp-864961,Be2PdPt,194.226,cubic,"['Be', 'Pd', 'Pt']",3
mp-864988,Mn2AlCr,193.97,cubic,"['Al', 'Cr', 'Mn']",3
mp-864980,MnAlRu2,218.933,cubic,"['Al', 'Mn', 'Ru']",3
mp-865000,HfScIr2,182.895,cubic,"['Hf', 'Ir', 'Sc']",3
mp-864978,Mg2AgAu,73.054,cubic,"['Ag', 'Au', 'Mg']",3
mp-864970,MnSiTc2,252.159,cubic,"['Mn', 'Si', 'Tc']",3
mp-864983,MnVRu2,228.444,cubic,"['Mn', 'Ru', 'V']",3
mp-864974,Hf2CuOs,175.345,cubic,"['Cu', 'Hf', 'Os']",3
mp-864969,Mg2PdRh,106.207,cubic,"['Mg', 'Pd', 'Rh']",3
mp-864984,MnV3,210.529,cubic,"['Mn', 'V']",2
mp-865001,HfScOs2,197.703,cubic,"['Hf', 'Os', 'Sc']",3
mp-864977,Dy2AgOs,101.086,cubic,"['Ag', 'Dy', 'Os']",3
mp-864972,Mg2PdAu,88.039,cubic,"['Au', 'Mg', 'Pd']",3
mp-864990,Mn2AlW,237.182,cubic,"['Al', 'Mn', 'W']",3
mp-864987,MnZnRh2,168.969,cubic,"['Mn', 'Rh', 'Zn']",3
mp-865002,CaYRh2,89.209,cubic,"['Ca', 'Rh', 'Y']",3
mp-864991,Ca2AgPb,37.203,cubic,"['Ag', 'Ca', 'Pb']",3
mp-864981,Dy2AgIr,99.317,cubic,"['Ag', 'Dy', 'Ir']",3
mp-864975,Mg2PdPt,106.503,cubic,"['Mg', 'Pd', 'Pt']",3
mp-864976,Mg2AgIr,99.15,cubic,"['Ag', 'Ir', 'Mg']",3
mp-864992,MnNbRu2,218.17,cubic,"['Mn', 'Nb', 'Ru']",3
mp-865003,Be2IrPd,214.003,cubic,"['Be', 'Ir', 'Pd']",3
mp-864985,MnZnIr2,226.37,cubic,"['Ir', 'Mn', 'Zn']",3
mp-864997,LiSiPd2,139.601,cubic,"['Li', 'Pd', 'Si']",3
mp-864971,MnSnRu2,176.935,cubic,"['Mn', 'Ru', 'Sn']",3
mp-864989,Mn2AlRe,255.756,cubic,"['Al', 'Mn', 'Re']",3
mp-865021,Be2RuPt,219.105,cubic,"['Be', 'Pt', 'Ru']",3
mp-865022,MnIr3,287.886,hex_,"['Ir', 'Mn']",2
mp-865038,HfTaTc2,222.224,cubic,"['Hf', 'Ta', 'Tc']",3
mp-865011,Mn2NbAl,195.796,cubic,"['Al', 'Mn', 'Nb']",3
mp-865043,MgInPd2,109.21,cubic,"['In', 'Mg', 'Pd']",3
mp-865044,MgInIr2,165.085,cubic,"['In', 'Ir', 'Mg']",3
mp-865030,HfScRu2,172.957,cubic,"['Hf', 'Ru', 'Sc']",3
mp-865020,HfMgIr2,187.046,cubic,"['Hf', 'Ir', 'Mg']",3
mp-865066,HfInRh2,172.181,cubic,"['Hf', 'In', 'Rh']",3
mp-865029,LiPaRu2,146.833,cubic,"['Li', 'Pa', 'Ru']",3
mp-865077,NaCd3,28.313,cubic,"['Cd', 'Na']",2
mp-865019,HfGaRh2,183.393,cubic,"['Ga', 'Hf', 'Rh']",3
mp-865049,HfMgPd2,128.55,cubic,"['Hf', 'Mg', 'Pd']",3
mp-865041,HfScRh2,156.306,cubic,"['Hf', 'Rh', 'Sc']",3
mp-865026,Mn2VSi,242.884,cubic,"['Mn', 'Si', 'V']",3
mp-865015,MnSiRh2,208.501,cubic,"['Mn', 'Rh', 'Si']",3
mp-865050,HfMgRh2,154.665,cubic,"['Hf', 'Mg', 'Rh']",3
mp-865010,HfGaRu2,197.202,cubic,"['Ga', 'Hf', 'Ru']",3
mp-865027,Mn3Ge,195.84,cubic,"['Ge', 'Mn']",2
mp-865048,TiZnIr2,226.509,cubic,"['Ir', 'Ti', 'Zn']",3
mp-865076,NaCd2Pt,69.41,cubic,"['Cd', 'Na', 'Pt']",3
mp-865023,HfTc2Sb,201.069,cubic,"['Hf', 'Sb', 'Tc']",3
mp-865025,HfTaRe2,244.954,cubic,"['Hf', 'Re', 'Ta']",3
mp-865032,Mn2PtRh,174.551,cubic,"['Mn', 'Pt', 'Rh']",3
mp-865039,HfTc2Sn,187.383,cubic,"['Hf', 'Sn', 'Tc']",3
mp-865130,Hf2MoRh,173.159,cubic,"['Hf', 'Mo', 'Rh']",3
mp-865079,TiZnPd2,150.486,cubic,"['Pd', 'Ti', 'Zn']",3
mp-865097,NaHgPd2,80.025,cubic,"['Hg', 'Na', 'Pd']",3
mp-865125,MgGaRh2,155.284,cubic,"['Ga', 'Mg', 'Rh']",3
mp-865098,NaLaAu2,55.109,cubic,"['Au', 'La', 'Na']",3
mp-865123,MgGaPd2,120.303,cubic,"['Ga', 'Mg', 'Pd']",3
mp-865108,NaSmHg2,43.362,cubic,"['Hg', 'Na', 'Sm']",3
mp-865115,NaNdHg2,42.221,cubic,"['Hg', 'Na', 'Nd']",3
mp-865118,NaPrAu2,56.68,cubic,"['Au', 'Na', 'Pr']",3
mp-865093,TiZnNi2,160.513,cubic,"['Ni', 'Ti', 'Zn']",3
mp-865113,NaNdAu2,57.865,cubic,"['Au', 'Na', 'Nd']",3
mp-865126,NaTlPd2,74.545,cubic,"['Na', 'Pd', 'Tl']",3
mp-865082,NaCaAu2,41.303,cubic,"['Au', 'Ca', 'Na']",3
mp-865119,NaPrHg2,41.671,cubic,"['Hg', 'Na', 'Pr']",3
mp-865127,NaTl2Cd,23.718,cubic,"['Cd', 'Na', 'Tl']",3
mp-865091,HfMnRh2,175.043,cubic,"['Hf', 'Mn', 'Rh']",3
mp-865092,MgGaNi2,116.982,cubic,"['Ga', 'Mg', 'Ni']",3
mp-865094,HfNbTc2,218.707,cubic,"['Hf', 'Nb', 'Tc']",3
mp-865100,NaInHg2,25.727,cubic,"['Hg', 'In', 'Na']",3
mp-865111,NaSmAu2,59.904,cubic,"['Au', 'Na', 'Sm']",3
mp-865166,HfPd5,167.044,ortho,"['Hf', 'Pd']",2
mp-865152,MgAlPd2,124.171,cubic,"['Al', 'Mg', 'Pd']",3
mp-865159,Dy2AlZn,63.933,cubic,"['Al', 'Dy', 'Zn']",3
mp-865148,PaAlTc2,181.984,cubic,"['Al', 'Pa', 'Tc']",3
mp-865172,YbTaRu2,171.591,cubic,"['Ru', 'Ta', 'Yb']",3
mp-865131,Hf2OsRh,201.65,cubic,"['Hf', 'Os', 'Rh']",3
mp-865155,MgAlRh2,155.745,cubic,"['Al', 'Mg', 'Rh']",3
mp-865156,Dy2ZnGa,65.862,cubic,"['Dy', 'Ga', 'Zn']",3
mp-865160,MgGeIr2,184.958,cubic,"['Ge', 'Ir', 'Mg']",3
mp-865165,HfScCo2,138.178,cubic,"['Co', 'Hf', 'Sc']",3
mp-865170,GaFeRh2,193.286,cubic,"['Fe', 'Ga', 'Rh']",3
mp-865174,HfCdRh2,169.501,cubic,"['Cd', 'Hf', 'Rh']",3
mp-865178,Hf2IrRh,191.166,cubic,"['Hf', 'Ir', 'Rh']",3
mp-865171,YbHg3,38.477,hex_,"['Hg', 'Yb']",2
mp-865150,MgCdAu2,86.378,cubic,"['Au', 'Cd', 'Mg']",3
mp-865158,YbNdHg2,49.525,cubic,"['Hg', 'Nd', 'Yb']",3
mp-865162,MgGeRh2,162.451,cubic,"['Ge', 'Mg', 'Rh']",3
mp-865151,YbNdRh2,87.977,cubic,"['Nd', 'Rh', 'Yb']",3
mp-865167,Ca2CdPb,32.385,cubic,"['Ca', 'Cd', 'Pb']",3
mp-865168,Be3Ni,153.479,tet,"['Be', 'Ni']",2
mp-865163,HfBeRh2,189.784,cubic,"['Be', 'Hf', 'Rh']",3
mp-865147,Be2CuRu,182.617,cubic,"['Be', 'Cu', 'Ru']",3
mp-865149,PaAlRu2,178.546,cubic,"['Al', 'Pa', 'Ru']",3
mp-865176,HfCu3,136.591,cubic,"['Cu', 'Hf']",2
mp-865138,Hf2MnIr,192.899,cubic,"['Hf', 'Ir', 'Mn']",3
mp-865179,Hf2FeOs,201.248,cubic,"['Fe', 'Hf', 'Os']",3
mp-865183,MgGaAg2,68.65,cubic,"['Ag', 'Ga', 'Mg']",3
mp-865216,Dy2PdRu,104.247,cubic,"['Dy', 'Pd', 'Ru']",3
mp-865215,TmHfRu2,161.823,cubic,"['Hf', 'Ru', 'Tm']",3
mp-865187,MgFeRh2,154.144,cubic,"['Fe', 'Mg', 'Rh']",3
mp-865195,TmGaRh2,147.294,cubic,"['Ga', 'Rh', 'Tm']",3
mp-865209,TmHfOs2,182.794,cubic,"['Hf', 'Os', 'Tm']",3
mp-865230,TmMgRh2,116.23,cubic,"['Mg', 'Rh', 'Tm']",3
mp-865229,Be2NiIr,231.437,cubic,"['Be', 'Ir', 'Ni']",3
mp-865228,LiScPt2,116.125,cubic,"['Li', 'Pt', 'Sc']",3
mp-865206,TmCdRh2,127.101,cubic,"['Cd', 'Rh', 'Tm']",3
mp-865186,MgGaIr2,187.256,cubic,"['Ga', 'Ir', 'Mg']",3
mp-865191,FeGeRu2,223.605,cubic,"['Fe', 'Ge', 'Ru']",3
mp-865193,Co3Pt,211.803,hex_,"['Co', 'Pt']",2
mp-865219,Dy2IrRu,125.9,cubic,"['Dy', 'Ir', 'Ru']",3
mp-865202,TmCdPt2,123.512,cubic,"['Cd', 'Pt', 'Tm']",3
mp-865211,TmInRh2,134.846,cubic,"['In', 'Rh', 'Tm']",3
mp-865231,LiScTl2,44.718,cubic,"['Li', 'Sc', 'Tl']",3
mp-865184,LiScPd2,91.829,cubic,"['Li', 'Pd', 'Sc']",3
mp-865297,Ho2InAg,65.284,cubic,"['Ag', 'Ho', 'In']",3
mp-865235,Ti6Al16Ni7,128.39,cubic,"['Al', 'Ni', 'Ti']",3
mp-865232,TlPd2Au,124.074,cubic,"['Au', 'Pd', 'Tl']",3
mp-865249,TmSnRu2,153.366,cubic,"['Ru', 'Sn', 'Tm']",3
mp-865250,TmTc2W,202.895,cubic,"['Tc', 'Tm', 'W']",3
mp-865252,TmSnRh2,141.544,cubic,"['Rh', 'Sn', 'Tm']",3
mp-865257,DyZnRh2,129.806,cubic,"['Dy', 'Rh', 'Zn']",3
mp-865262,TmTaRu2,188.12,cubic,"['Ru', 'Ta', 'Tm']",3
mp-865281,Tm2AgPt,96.269,cubic,"['Ag', 'Pt', 'Tm']",3
mp-865320,Lu2PdRu,115.779,cubic,"['Lu', 'Pd', 'Ru']",3
mp-865321,Lu2IrRu,137.722,cubic,"['Ir', 'Lu', 'Ru']",3
mp-865234,TaZnRu2,226.089,cubic,"['Ru', 'Ta', 'Zn']",3
mp-865308,Be2CuRh,171.518,cubic,"['Be', 'Cu', 'Rh']",3
mp-865273,TmUTc2,108.871,cubic,"['Tc', 'Tm', 'U']",3
mp-865282,Tm2AgRu,96.69,cubic,"['Ag', 'Ru', 'Tm']",3
mp-865278,NbAlOs2,260.723,cubic,"['Al', 'Nb', 'Os']",3
mp-865237,Tm2ZnIr,100.748,cubic,"['Ir', 'Tm', 'Zn']",3
mp-865255,LuNbRu2,182.535,cubic,"['Lu', 'Nb', 'Ru']",3
mp-865284,Tm2CdOs,101.396,cubic,"['Cd', 'Os', 'Tm']",3
mp-865280,NbAlFe2,209.082,cubic,"['Al', 'Fe', 'Nb']",3
mp-865298,TmZnPd2,108.889,cubic,"['Pd', 'Tm', 'Zn']",3
mp-865241,TmNbOs2,205.913,cubic,"['Nb', 'Os', 'Tm']",3
mp-865299,TmZnRh2,135.447,cubic,"['Rh', 'Tm', 'Zn']",3
mp-865248,TmNbRu2,179.898,cubic,"['Nb', 'Ru', 'Tm']",3
mp-865254,TbYbHg2,52.205,cubic,"['Hg', 'Tb', 'Yb']",3
mp-865400,ThPt3,174.749,hex_,"['Pt', 'Th']",2
mp-865360,Tm2MgIr,87.72,cubic,"['Ir', 'Mg', 'Tm']",3
mp-865342,Zn3Rh,128.64,tet,"['Rh', 'Zn']",2
mp-865340,Tm2HgOs,106.578,cubic,"['Hg', 'Os', 'Tm']",3
mp-865385,V3Re,233.519,cubic,"['Re', 'V']",2
mp-865402,TmAlCu,85.691,hex_,"['Al', 'Cu', 'Tm']",3
mp-865379,LuSnRu2,156.439,cubic,"['Lu', 'Ru', 'Sn']",3
mp-865382,V3Ru,221.654,cubic,"['Ru', 'V']",2
mp-865325,Lu2CoRu,118.848,cubic,"['Co', 'Lu', 'Ru']",3
mp-865362,Zn3Ir,146.356,tet,"['Ir', 'Zn']",2
mp-865361,Tm2MgOs,89.938,cubic,"['Mg', 'Os', 'Tm']",3
mp-865355,Zn3Pt,137.109,tet,"['Pt', 'Zn']",2
mp-865329,Lu2MgTc,79.162,cubic,"['Lu', 'Mg', 'Tc']",3
mp-865357,Zn3Pd,111.133,tet,"['Pd', 'Zn']",2
mp-865364,DyTaRu2,181.822,cubic,"['Dy', 'Ru', 'Ta']",3
mp-865373,YCo,53.429,trig,"['Co', 'Y']",2
mp-865376,YMg3,43.03,cubic,"['Mg', 'Y']",2
mp-865338,Tm2ZnPt,93.112,cubic,"['Pt', 'Tm', 'Zn']",3
mp-865378,LuSnRh2,142.714,cubic,"['Lu', 'Rh', 'Sn']",3
mp-865432,Y2NiIr,106.626,cubic,"['Ir', 'Ni', 'Y']",3
mp-865406,Lu2ZnAu,80.916,cubic,"['Au', 'Lu', 'Zn']",3
mp-865465,VCo2Ge,197.789,cubic,"['Co', 'Ge', 'V']",3
mp-865459,Lu2AgRu,98.781,cubic,"['Ag', 'Lu', 'Ru']",3
mp-865449,Tm2MgTc,77.305,cubic,"['Mg', 'Tc', 'Tm']",3
mp-865425,ZnPd3,151.261,tet,"['Pd', 'Zn']",2
mp-865434,LuZrRu2,156.979,cubic,"['Lu', 'Ru', 'Zr']",3
mp-865441,TiAlPd2,158.18,cubic,"['Al', 'Pd', 'Ti']",3
mp-865426,YbNdAg2,50.84,cubic,"['Ag', 'Nd', 'Yb']",3
mp-865421,UGaTc2,191.62,cubic,"['Ga', 'Tc', 'U']",3
mp-865448,TiGaRu2,212.674,cubic,"['Ga', 'Ru', 'Ti']",3
mp-865469,Ti2MnRu,193.143,cubic,"['Mn', 'Ru', 'Ti']",3
mp-865433,Y2MgRu,74.058,cubic,"['Mg', 'Ru', 'Y']",3
mp-865444,LiSc2Pt,89.908,cubic,"['Li', 'Pt', 'Sc']",3
mp-865462,MnV2Os,265.263,cubic,"['Mn', 'Os', 'V']",3
mp-865443,LuRh2Pb,129.632,cubic,"['Lu', 'Pb', 'Rh']",3
mp-865467,Pm2SnAu,65.878,cubic,"['Au', 'Pm', 'Sn']",3
mp-865446,Lu2AgHg,73.413,cubic,"['Ag', 'Hg', 'Lu']",3
mp-865468,Pm2SiPd,75.342,cubic,"['Pd', 'Pm', 'Si']",3
mp-865442,TiAlOs2,244.229,cubic,"['Al', 'Os', 'Ti']",3
mp-865471,VGaTc2,229.778,cubic,"['Ga', 'Tc', 'V']",3
mp-865513,YSbPd2,105.817,cubic,"['Pd', 'Sb', 'Y']",3
mp-865485,V2CrOs,261.007,cubic,"['Cr', 'Os', 'V']",3
mp-865470,Ac2CuSn,46.296,cubic,"['Ac', 'Cu', 'Sn']",3
mp-865503,YCdAg2,71.324,cubic,"['Ag', 'Cd', 'Y']",3
mp-865512,YMgCd2,53.873,cubic,"['Cd', 'Mg', 'Y']",3
mp-865502,YAgHg2,69.569,cubic,"['Ag', 'Hg', 'Y']",3
mp-865505,Lu2InAg,69.509,cubic,"['Ag', 'In', 'Lu']",3
mp-865490,V2CrFe,231.816,cubic,"['Cr', 'Fe', 'V']",3
mp-865504,YAlAg2,82.71,cubic,"['Ag', 'Al', 'Y']",3
mp-865472,VSiTc2,258.765,cubic,"['Si', 'Tc', 'V']",3
mp-865501,V2TcRu,254.239,cubic,"['Ru', 'Tc', 'V']",3
mp-865494,V2CrRu,241.192,cubic,"['Cr', 'Ru', 'V']",3
mp-865497,V2ReOs,289.662,cubic,"['Os', 'Re', 'V']",3
mp-865486,VZnRu2,225.829,cubic,"['Ru', 'V', 'Zn']",3
mp-865484,V2CrRe,253.319,cubic,"['Cr', 'Re', 'V']",3
mp-865487,VZnRh2,203.686,cubic,"['Rh', 'V', 'Zn']",3
mp-865496,VIr3,321.065,hex_,"['Ir', 'V']",2
mp-865506,VSiOs2,286.547,cubic,"['Os', 'Si', 'V']",3
mp-865495,V2CrTc,238.066,cubic,"['Cr', 'Tc', 'V']",3
mp-865499,V2TcOs,275.44,cubic,"['Os', 'Tc', 'V']",3
mp-865482,VTc2Ge,243.003,cubic,"['Ge', 'Tc', 'V']",3
mp-865507,VSiRu2,250.046,cubic,"['Ru', 'Si', 'V']",3
mp-865523,TiMnRh2,183.807,cubic,"['Mn', 'Rh', 'Ti']",3
mp-865519,YTaRu2,179.127,cubic,"['Ru', 'Ta', 'Y']",3
mp-865515,YMgZn2,59.874,cubic,"['Mg', 'Y', 'Zn']",3
mp-865554,Mn2VGe,224.329,cubic,"['Ge', 'Mn', 'V']",3
mp-865560,Y2AlZn,62.953,cubic,"['Al', 'Y', 'Zn']",3
mp-865602,Y2MgAl,54.789,cubic,"['Al', 'Mg', 'Y']",3
mp-865525,YCdHg2,76.015,cubic,"['Cd', 'Hg', 'Y']",3
mp-865533,Ti2ReOs,240.23,cubic,"['Os', 'Re', 'Ti']",3
mp-865586,VGaRu2,236.904,cubic,"['Ga', 'Ru', 'V']",3
mp-865530,YThRu2,124.42,cubic,"['Ru', 'Th', 'Y']",3
mp-865582,Li2CdPd,50.434,cubic,"['Cd', 'Li', 'Pd']",3
mp-865585,VGeRu2,236.881,cubic,"['Ge', 'Ru', 'V']",3
mp-865591,Ti2NiMo,170.681,cubic,"['Mo', 'Ni', 'Ti']",3
mp-865561,Y2AgRu,90.313,cubic,"['Ag', 'Ru', 'Y']",3
mp-865587,Y2CuRh,88.993,cubic,"['Cu', 'Rh', 'Y']",3
mp-865630,Yb2AgGe,46.404,cubic,"['Ag', 'Ge', 'Yb']",3
mp-865609,LuGaRh2,149.694,cubic,"['Ga', 'Lu', 'Rh']",3
mp-865566,LuZnRh2,138.683,cubic,"['Lu', 'Rh', 'Zn']",3
mp-865546,Yb2AgBi,38.939,cubic,"['Ag', 'Bi', 'Yb']",3
mp-865524,YCdPt2,116.26,cubic,"['Cd', 'Pt', 'Y']",3
mp-865615,GaSiRu2,228.828,cubic,"['Ga', 'Ru', 'Si']",3
mp-865547,Pm2CuSi,68.269,cubic,"['Cu', 'Pm', 'Si']",3
mp-865583,Y2Mg,41.701,ortho,"['Mg', 'Y']",2
mp-865588,Y2CuRu,92.142,cubic,"['Cu', 'Ru', 'Y']",3
mp-865594,Y2CuIr,99.876,cubic,"['Cu', 'Ir', 'Y']",3
mp-865577,Li2CdAu,44.869,cubic,"['Au', 'Cd', 'Li']",3
mp-865517,YZnRh2,126.817,cubic,"['Rh', 'Y', 'Zn']",3
mp-865531,TiMn2Al,159.093,cubic,"['Al', 'Mn', 'Ti']",3
mp-865522,YCdAu2,87.395,cubic,"['Au', 'Cd', 'Y']",3
mp-865536,YbZrRh2,127.688,cubic,"['Rh', 'Yb', 'Zr']",3
mp-865516,YPaRu2,135.535,cubic,"['Pa', 'Ru', 'Y']",3
mp-865563,LuZnPd2,111.102,cubic,"['Lu', 'Pd', 'Zn']",3
mp-865608,LuPaOs2,159.674,cubic,"['Lu', 'Os', 'Pa']",3
mp-865527,YAl3,70.402,hex_,"['Al', 'Y']",2
mp-865592,Y2ZnRu,87.008,cubic,"['Ru', 'Y', 'Zn']",3
mp-865538,Ti2RePd,193.113,cubic,"['Pd', 'Re', 'Ti']",3
mp-865562,Be3Ru,180.438,tet,"['Be', 'Ru']",2
mp-865603,Y2IrRh,119.564,cubic,"['Ir', 'Rh', 'Y']",3
mp-865537,TiMnCo2,168.613,cubic,"['Co', 'Mn', 'Ti']",3
mp-865529,Ti2NiIr,190.543,cubic,"['Ir', 'Ni', 'Ti']",3
